,Question,Answer
9337,What is that?,It's ants on a log. Michael would always have me bring them in at 2:30 and say 'Who's hungry?'
9338,It's ants on a log. Michael would always have me bring them in at 2:30 and say 'Who's hungry?',"Oh. I'm fine. Thank you, though."
9339,Do you want me to spin you in your chair and make you dizzy?,Why would I wanna do that?
9340,Why would I wanna do that?,"It's a thinking technique. All the top executives do it. It keeps the brain moving, and a spinning brain is a working brain."
9341,Why not? It's part of the sales experience.,It's not really 1992 anymore.
9342,"I know, obsessed with me much?","Well, everyone got one."
9343,What did yours say?,Friends are worth sharing a doghouse with.
9344,"It's no wonder that Andy gave Kelly such a romantic card. I can't compete with her. That girl can sing, and dance, and gets all of her clothes at the mall. And I feel like such a fool for thinking that Andy was only going after one girl, cause Andy Bernard is a playboy. And, why shouldn't he be? He's got it all.","Ho-ho. There he is, the IT guy. So you discovered the break room."
9345,"Listen, I know you have to say that, but we got a little problem here. There is an employee named Jim Halpert, and he is doing some terrible things, okay? He is molesting people via the internet. And we need to stop him.",I think that you should call the cops.
9346,Are you... you threatening me?,"Threatening you? No. [tries to crush an aluminum can, Dwight  crushes an apple]"
9347,"Threatening you? No. [tries to crush an aluminum can, Dwight  crushes an apple]",What is that smell? Do you smell that? What is that? Like a sulfur deposit under here?
9348,What is that smell? Do you smell that? What is that? Like a sulfur deposit under here?,"Michael, stop."
9349,"No, I'm serious, we don't have to put up... Is it the dogs?",Michael...
9350,Are you kidding me?,No.
9351,And you guys are okay with this?,"She sent an email, so."
9352,"Believe me, if I got that card? We'd be in the bathroom doin' it right... now.",Hey.
9353,"For the record, I fought this. Alright? And now, I'm not really sure what we do.","We make a poster that says 'Happy Opposite Day!' and she sees it on the way out... Nah, that's stupid. Ugh! I wish we had one of those amnesia flashlights from Men in Black."
9354,Lethal Weapon?,That's it. I think we should do it the Lethal Weapon way.
9355,"You two are grown-ass men. What do I have to do, fire you and get two people in here who don't need so much management?",What? What I'm saying...
9356,What? What I'm saying...,"Michael's saying he's better at being manager, and I agree, cause he's a better people person, weirdly."
9357,"And weirdly I'm a good dog person, right guys? [dogs go to him] See? They love me.","Fine. I don't care which one of you does which job, just stop meeting with me to talk about it."
9358,"[Erin leaves room] Excuse me? Everyone? Please check your emails, I just sent you the following message: 'Coworkers, you may have received a Valentine from me. Please understand this does not mean that I like you in any way.'",You don't even like us as friends?
9359,You don't even like us as friends?,"Phyllis, you guys are like my closest friends. I just mean I don't like-like you."
9360,"What are we, five?","Please don't read into this card. Yours in professionalism, Nard dog.'"
9361,"[entering with Erin] Um, why did I just receive a mass email from you that said that you don't like me? Do you realize how hard that makes me like you, Andy?",It's n-- that wasn't... I like someone else.
9362,Who?,"It's not... Whether or not, you..."
9363,"Who, what?","Yeah, I guess Andy never liked Kelly. How about that?"
9364,"Yeah, I guess Andy never liked Kelly. How about that?","Oh, it smells good in here."
9365,"Erin, what about my keyboard? [Erin hits a button on an electronic keyboard, playing a beat] Aw, so good to be home. How about a little Bosa Nova?","Oh! [hits another key, they awkwardly dance together]"
9366,"Well, well, well. Hm. Boss for, what was it? Oh, four and a half hours? New record. Low. Previous record? Henry Rosston. Boss for nine years, four months. And he only left because he had family matters to attend to and he [Jim dunks Dwight's tie in his coffee cup, Pam smiles] what? Michael!",[entering elevator with Ryan] I can't help but think that something we did made this possible.
9367,"Oh temp, I like that. I'm going to engrave that into a piece of wood. Care to celebrate with a drink?","I would love to. [elevator doors close, then reopen in the lobby] Why not?"
9368,"I would love to. [elevator doors close, then reopen in the lobby] Why not?",Because! Martini bars are pretentious. No thank you.
9369,"[on the phone] Hey, did I tell you we were going to have a baby?  Oh, thank you very much.  I'm excited.  Oh, definitely.","No, no!  You need to come by your sales honorably!"
9370,"[on the phone with a client]  Hey there.  Dwight Schrute here.  Listen, uh, would you be interested in restocking on paper? ...  Yeah, I could sure use the money.  My cousin, uh, came down with a case of that nasty new goat fungus.  Oh, it's just horrific.  The  doctor says he'd never seen it beard so quickly.  Okay.","I need a baby.  I'll never outsell Jim and Pam without one.  Also, I've been noticing a gaping hole in my life.  Sometimes I wake up cradling a gourd."
9371,"Mmmm, that sounds great.  What are you thinking?",I think it should be a surprise.
9372,"[After Pam has a contraction]  Oh, getting there, huh?","No, no.  I still have time."
9373,"Oh, oh, oh!  Contraption!  She's contrapting!  Okay, you know what?  I think I should drive you guys to the hospital, and here is why.  I am a licensed, classy driver in the state of Pennsylvania.  I gassed up the car...",Michael.
9374,"You know the baby's not going to live here, right?","Well, the baby was conceived here, so might as well live here a little bit, too."
9375,"Oh, yuck!  TMI!  How was it?  I don't want to know.  Tell me later.  Let's go!  Let's go!  Hospital!","Okay, okay, we're not going to the hospital.  We are waiting until midnight."
9376,"Ooh, spooky.  But why?",Because the insurance company only covers two nights.
9377,[as Nick looks over at her]  What are you looking at?,"Ha, nerd."
9378,"Did you know that labor can last weeks?  Then they take your insides out and they just plop them on a table, and sometimes epidurals don't work, and you can poop yourself.",[with Angela in the break room]  Bare my child.
9379,Excuse me?,"I want to have a child for business reasons and I want you to be the mother.  If you agree, say nothing.  If you disagree, say anything...  Very well.  Let's meet at 4:00 PM at our old meeting spot and bang it out."
9380,Are you serious?  Pam.,"No, the doctor said every five to seven minutes."
9381,Did you hear that?  Butt-mud Brooks.,"Okay, but we are leaving at five minutes apart."
9382,"Well not until Friday 20% off toner cartridges, that's a big deal.  While we're on the subject, why don't I just run you down to the hospital and we'll just do a quick check?",Not until midnight.
9383,"No, no, no, no, no.  You know what?  You can't tell us what to do because you are not co-manager anymore.","[as Andy and Kevin shout 'yeah!' in response to Michael] Okay, I feel like this noise is going to prevent Pam from being able to listen to her body's signals."
9384,"Um, I am sort of a master of distraction.  When I was a kid, my mom received compliments left and right from my teachers on how I was always able to distract others in class.  Try to think, what were the first thirteen colonies?  Mm-hmm, mm-hmm.  [Michael covers his mouth and makes fart noises.]",The purpose for this meeting is to take Pam's mind off of what's going on inside of her body.
9385,Can we do sleight of hand tricks?,I will allow that.
9386,Yes!  Can anyone do those?,I'm going to go look at the Internet.
9387,"Does anybody have anything?  Anything interesting, any hobbies, uh, special skills?","Yes, this is the only time I'm ever going to make this request."
9388,"Yes, Phyl?",I can put on lipstick the way Molly Ringwald does in The Breakfast Club.
9389,"[as Pam gives the thumbs up]  That sounds good!  Do you need some music, or...?  Okay.","Nope, actually music would just throw me off.  I need complete silence.  Okay...  [Pam begins to clap as Andy dances]  You're clapping.  I need complete silence.  Totally threw me off, so I'm going to have to start over.  Evolution of dance-dance."
9390,What is this?,"Before we conceive a child, uh, it is important that we bang out a parenting contract."
9391,"Now, then.  Let's get to it, shall we?  Item one:  [speaking into a voice recorder] Child will be breast fed by the mother for exactly six months, then weaned onto a nutrient-rich winter vegetable mash provided by the father, Dwight Schrute, hereafter referred to as Morpheus.  Agreed?",Agreed.
9392,"[as Pam has another contraction]  Where are we?  We have every six minutes, ladies and gentlemen.  Another seventy five contractions and you are going to be there.","For the love of God, Pam, do it for ultra feast!"
9393,"Okay, you know what?  I'm going to go give, uh, doctor Asmani a quick call.  He'd probably know...","Jim, please.  Happy thoughts here.  Happy times."
9394,"Okay, yeah, why don't you go get it?","Okay, uh, the second one is walk around.  We're already doing the opposite of that.  Perfect.  Okay, number three, eat spicy foods."
9395,"Okay, the opposite of that?",Stick spicy food up her butt.
9396,Why don't you go do some work?,"Great.  I will do that.  Sorry, Pam, I just feel a little bit frazzled.  And you know how very rarely I use that word.  Frazzled."
9397,What if it's a girl?,"Irrelevant question.  Section 5A, child shall be male."
9398,Yeah?  ...  Oh.,"Everything is fine.  You don't have to worry.  Try not to think about it.  She's not coming out for a while, okay?"
9399,"Everything is fine.  You don't have to worry.  Try not to think about it.  She's not coming out for a while, okay?",Did you say 'she?'
9400,Did you say 'she?',"I called the doctor like a week ago.  I couldn't wait...  Oh, God, don't be mad."
9401,Mad?  How could I be mad?  We're having a little girl.,Mm-hmm.
9402,"Alright...  Hey, did you change?","Oh, yeah, my water broke."
9403,"Pam, Pam!  Okay, alright, okay, it's time.  Time to go to the hospital.  Somebody get Jim, please!  Is it midnight yet?","No, it's 4:35."
9404,"4:35.  Alright, almost made it.  Almost made it.  Too bad you didn't have sex like seven and a half hours later.  But you had to have the afternoon delight.  I understand.  Sometimes you have to go for it.  Let's go to the hospital, shall we?","No, not yet, Michael."
9405,"Oh, wow, it's almost time for ultra feast!  Where's Kevin?",Oh.  What?  You want to eat cat food with Kevin and not go to the hospital?
9406,Oh.  What?  You want to eat cat food with Kevin and not go to the hospital?,That's fancy feast.  Ultra feast is something they made up so they can pig out together in the name of ceremony.
9407,What is October feast?,"There is no rush to get to the hospital.  I am fine.  I'll get there.  And if I don't get there, I don't get there."
9408,"Our ultra feast menu's theme:  Hollywood.  We have Ratatouille, from Ratatouille, and tandoori chicken, from Born Into Brothels.  I tried to bake a cake like that District 9 prawn thing, but I...  Are you okay?","Mm-hmm.  Yes, I'm fine.  Um, yeah, the doctor said it's still considered a minor contraction as long as I can talk through it."
9409,You know what?  Let's go.  We got to go to the hospital.,"Okay, I'm not going.  I'm not...  It's fine.   [Jim, Michael and Kevin try to help her up] Okay, come on, come on.  No!  I am not going!  I am not going, okay!?  I'm not going today because I can't do it, I don't think I can do it."
9410,"Okay, I'm not going.  I'm not...  It's fine.   [Jim, Michael and Kevin try to help her up] Okay, come on, come on.  No!  I am not going!  I am not going, okay!?  I'm not going today because I can't do it, I don't think I can do it.","Hey, are you kidding me?"
9411,"Hey, are you kidding me?",Are you kidding?
9412,Are you kidding?,"If anyone can do this, you can do this."
9413,How are we doing on contractions?,Two minutes apart.
9414,"We waited too long!  Two minutes doesn't do us any good.  Well, what happened to four and three minutes?","We're okay, Jim!  Okay, Pamela.  You know what time it is?"
9415,"We're okay, Jim!  Okay, Pamela.  You know what time it is?",I don't want to have my baby here.
9416,You're not going to.  You know where you're going?,The hospital.
9417,"Yes, you are.  And you know what you're going to have?",A baby.
9418,"Go bag's in the car...  Keys, my keys, where's my keys?",Go bag! Where's my go bag?  Where's my go bag?
9419,Go bag! Where's my go bag?  Where's my go bag?,There's nothing in it.
9420,"You are telling me now that there is nothing in it.  Okay, great!  Oh, hey, hey, um, should I bring a dictionary to the hospital?","The hospital provides dictionaries, bring a thesaurus!"
9421,Has anyone checked how dilated she is?  This is ridiculous!,"Dwight, get away!"
9422,"Dwight, what is the traffic like?",Doesn't matter.  I'll escort you!
9423,What!?,This is where I saw that deer last week.
9424,Where?,Right over by that fence.
9425,By the bushes?,"Okay, Michael!  Focus!"
9426,"Okay, just breathe...  She?  You found out?  Come on, guys.  I wanted to be surprised.",Michael!
9427,Yeah?,"Stop texting, put your phone away!  Come on."
9428,"I'm texting about you, okay!?","Ugh, alright.  [as he puts a police siren on top of his car]  Let's move!  ...  What?"
9429,"Ugh, alright.  [as he puts a police siren on top of his car]  Let's move!  ...  What?",Pull over!
9430,Are you kidding me?,"Pull over!  [Dwight begins throwing various weapons out of the window]  You're not allowed to impersonate a police officer!  Don't make this difficult, Dwight!"
9431,"Okay, so what do you want to do?",I don't know!  Let's go by the house and get it.  It's only twenty minutes past the hospital!
9432,"Pam, no!  Are you nuts?  We're going to the hospital now.","Guys, guys!  Stop fighting, come on.  Come on.  Do you want your kid to come out a lawyer?  Right?  Okay, you know what?  I am all over this.  Here we go.  [as he calls Dwight]  Ready?"
9433,"Guys, guys!  Stop fighting, come on.  Come on.  Do you want your kid to come out a lawyer?  Right?  Okay, you know what?  I am all over this.  Here we go.  [as he calls Dwight]  Ready?",Dwight Schrute.
9434,Why didn't you ask me to do it yesterday?  I kept IM'ing you how bored I was.,Okay.
9435,"Wait, you alright?",Yes.
9436,"Do you have everything, guys?","Michael, just go park the car."
9437,Daddy?  She's ready to push.,Okay.
9438,"Where is my little nibblet?  Halpert, room D1.  Alright, family only beyond this point, thank you.  Here we go.","[as Pam screams]  Doing great, push again."
9439,Why don't you get more ice chips?,"No, Jim, stay!"
9440,"Hey, have you guys seen her?",She hasn't popped yet.
9441,What?  God damn it.  She was supposed to come out yesterday.,"I decided to give baby Halpert a newspaper from the day she was born.  This frame set me back fifty five bones.  But she decided to take her sweet time, so now I have to switch it with today's paper."
9442,"Phyllis, what could you possibly have to do?",I have an ice cream cake in the car.
9443,"Oh, my God.  Go, go, go!  Are you insane?  Alright.","[Pam screams as he approaches the door to their room]  Guys?  Hello?  Um, sorry to be a bother, but if we could have an ETA when this is gonna..."
9444,"[Pam screams as he approaches the door to their room]  Guys?  Hello?  Um, sorry to be a bother, but if we could have an ETA when this is gonna...",This is happening!
9445,"[smoking a cigar]  Yeah, that's right.  It's a baby, see?","Sir!  Sir, you can't smoke that in here.  Put it, put it out."
9446,"[with Jim, holding the baby]  She's incredible.  Want to count her fingers and toes again?","No, let's let her rest.  I'm sure there's still twelve on each."
9447,"Where's the baby?  I want to see the baby.  Oh!  Oh, Helene, hi.  Oh, my goodness, what are the odds of this?  Congratulations on being a grandma.","Hello, Michael."
9448,Ready?,"Mm-hmm.  Oh.  Ooh, wow.  Michael.  Michael."
9449,Who else here is single?,I'm not single.  I have a man. [she grasps Ryan's arm as Ryan has his hand raised to say he's single]
9450,Why do you find someone for yourself instead of meddling in our affairs?,"Okay, show of hands.  Who wants to live in a world where Stanley has two lovers and you don't have any?  [Stanley raises his hand]  Who else?  Come on!  People, I know models!"
9451,"Okay, show of hands.  Who wants to live in a world where Stanley has two lovers and you don't have any?  [Stanley raises his hand]  Who else?  Come on!  People, I know models!","Ha ha, plus size models, maybe."
9452,"Ha ha, you got that right!  Meredith?  Come on, you're obviously single.",You know it.  I am never getting married.
9453,"Andrew, what about you?","Torn scrotum.  Still on the mend, so not good timing."
9454,Remember yesterday when we were terrified of being parents?,We were just kids.  What did we know?
9455,We were just kids.  What did we know?,How we doing?
9456,How we doing?,Great.
9457,Would you like me to take her to the nursery for the night?,Doesn't she sleep here?
9458,Doesn't she sleep here?,She can.  But a lot of parents choose to have the baby spend the first night in the nursery to get some rest.  You've been through a lot.
9459,"Ready?  One, two, three...","One, and then wrap around.  It's okay.  Hold that arm down."
9460,How you doing?,"I don't know.  I just, I can't tell if she's getting anything."
9461,Really?,Doesn't feel right.
9462,"Well, you're pushing the milk out, right?",How does one do that?
9463,How does one do that?,Wasn't it...  It's kinda like a...  Like that.
9464,"Do you want to try it, Jim?",I think you're good.  Doing a good job.
9465,Somebody buzzed?,"Oh!  Really?  Must have sat on it, Pam."
9466,"Oh!  Really?  Must have sat on it, Pam.",I can't tell if she's getting anything.  It just doesn't really feel right.
9467,Even if she's not getting anything?,"Yeah, she'll be fine.  I can always give her a bottle since we're in the nursery."
9468,"Well, I'll bring her back in a little while and we can try again, okay?",Alright.
9469,[in Michael's office]  You wanted to see me?,"What would you say, if I told you that I was about to change your life?"
9470,"What would you say, if I told you that I was about to change your life?","Oh, boy!  ...  What's that sound?"
9471,"Oh, boy!  ...  What's that sound?",[as he appears from behind the door]  Ta-da!
9472,"Okay, hold on.  Whoa, whoa, whoa.  You got to let the cookies cool before you pop 'em in your mouth.  Why don't you guys get to know each other?  Maybe have lunch together?","Erin, would you have lunch with me?"
9473,"Erin, would you have lunch with me?",Okay.
9474,"Michael, could I talk to you privately?","Sure.  Kevin, please leave."
9475,Really?,"No, Kevin doesn't have an elephant heart.  But he is very sensitive.  And it won't kill Erin just to go and have lunch with him in the break room like I promised him...  I bet his heart is enlarged, though."
9476,You see that?  I'm pretty sure she's...  Hi.,Did you grow up around here?
9477,Did you grow up around here?,No.
9478,"So, you must have grown up around somewhere else?",Yes.
9479,"Why was I hiding behind the plant?  Ha, well, in college, I took a botony class, and there was lots of drama in that class.  Uh, kids would gossip about me, so I would eavesdrop on them by hiding behind different plants in the botony class.  And then, uh, they would say things like 'Oh, this guy's going to fail this class,' or, 'What's this guy doing spying on us from behind plants?'  And then I would jump out of them and confront them, and be like, 'Oh, you think all I do is hide behind plants and spy on people?  Busted.' ...  Oh, the reason?  The reason I was hiding behind that plant in this situation was that I thought that Erin and Kevin were kind of hitting it off, and...  I was jealous.","Uh, hi, Pam Halpert?"
9480,"Uh, hi, Pam Halpert?",Yes?
9481,Yes?,Hi.  I'm Clark.  Josie said you might benefit from a lactation consultant.
9482,Yup.  Really great.  When's she available?,"Actually, uh, I'm the consultant.  Got milk?  Ha ha.  Alright, let's see what we're working with."
9483,"Actually, uh, I'm the consultant.  Got milk?  Ha ha.  Alright, let's see what we're working with.","So, uh, biggest thing, besides not being able to get her to latch..."
9484,"When you're feeding, you want to press in like this, make your hand in a C.  Uh, does that hurt?","No, I mean, it feels...  pressure."
9485,Are you sure it doesn't hurt?,No.  It just feels like pressure.
9486,"Okay, well.  Feel how I'm flicking the nipple?  Like that?",Yup.
9487,"Well, you're doing a good job.  Just stay relaxed, and I'll come back in a bit to check on you.  Okay?",Okay.
9488,What?,"Shoot, she fell off."
9489,"Will you just, will you grab Clark real quick?",No need.  I saw him do it.  I can try it.
9490,"[on the phone]  Hey, what's up, kid?",Have you had a chance to look over the revisions on the contract I've prepared for you?
9491,Have you had a chance to look over the revisions on the contract I've prepared for you?,"Nothing left to do except dot the I's, the J's, and the umlauts.  Why don't you meet me here at exactly mid-late afternoon?"
9492,"Nothing left to do except dot the I's, the J's, and the umlauts.  Why don't you meet me here at exactly mid-late afternoon?",I look forward to it.
9493,Hmm?,Get the baby.  Get her.  Come on.
9494,"Oh, my God, this is agonizing.  Look, Kevin, do you really think that you could have dated Erin?",You said she liked me.
9495,"This isn't about me, and that is debatable.  And I have a personality, where as you...  Yes, Andy?",[he hits his head on the desk after ducking out of the way from hiding behind a plant]  Ow.
9496,"Hey.  Pam, she's gorgeous.  Can I hold her?","Yes.  She was a little fussy earlier, but she's totally quieted down.  Here, let me just, uh, let me just burp her.  I don't want her to spit up on you.  Come here, sweety...  Oh, my God!  Wrong baby!"
9497,What?,Wrong baby!  This is not our baby!  Sshh.
9498,"[waking up]  Oh,has she been fussing long?","No, not at all."
9499,How's it going?,"Well, I feel like she needs to eat, but she won't latch on, which is weird, because the other baby di..."
9500,Bottles are fine.  A lot of babies grow up using bottles.  So are you excited to bring your baby home?,"We definitely are.  At 3:00, right?  You said we could stay until 3:00?"
9501,"We definitely are.  At 3:00, right?  You said we could stay until 3:00?","Yeah, you can.  It's 2:35."
9502,Twenty five minutes.  And you're all set with the car seat?,"Yes, car seat's right there."
9503,"Or it could be a half hour, if you need it to be...  Can we get a late checkout?  I don't...  I don't think she heard me.","[entering the Halpert house]  Hello?  Dwight?  What, what are you doing here?"
9504,"[entering the Halpert house]  Hello?  Dwight?  What, what are you doing here?","Isabelle.  Hello...  Yeah, the uh, kitchen was disgusting, so..."
9505,All I did was bring macaroni and cheese...  Where's the fridge?,"Oh, it's...  In the backyard.  I'll take this."
9506,"Are they now?  Ha ha, how some people spend their money, right?  Ha ha.",Yeah...
9507,Are you really sure we should be leaving?,Yeah.
9508,"But you hear the baby crying, right?",Mm-hmm...  Where's your car?
9509,Mm-hmm...  Where's your car?,"Uh, it's in the lot."
9510,"The fax says 'Erin, will you have dinner with me?' from Andy, and the number is our office fax number.","It's busy.  Why don't I keep trying, and then I'll give you the confirmation in a bit?"
9511,"It's busy.  Why don't I keep trying, and then I'll give you the confirmation in a bit?","Sorry, that's unacceptable.  I need you to send it immediately, or you're fired."
9512,Yes.  Do you have a day in mind?,"Yeah, what day?  What day?"
9513,"Yeah, what day?  What day?",Everyday is fine.  Or...
9514,"Well, that, what's that one?",Thursday?
9515,Thursday?,Okay.  Let's do it.
9516,Would you like me to help you up out of the chair?,"Oh, yeah, sorry."
9517,"Okay, alright, thanks...  Okay, do you want to eat?  You want to try eating?  Okay...  Okay, let me...  Just you and me.  Come on.  There we go...  Yeah...  Oh, yeah.  Like that.  There we go.  You got it.",Five tickets on the windshield...  Hey.
9518,"You used my move, didn't you?",I used a variation of your move.
9519,"And now you, two forms of ID, please...  Alright, all is in order.  I just need your signature...  What is it?",Nothing.
9520,Alright.  How would you like to celebrate?,Just pour yourself a cup of apple juice.  I feel sick...  [Jim and Pam walk in to their house with the baby]  I couldn't find the iPod...  Give me a couple days.  I'll be out of your hair.
9521,"I don't want to bring my friends, why can't it just be the two of us?","Because it's St. Patrick's Day, people go out in groups."
9522,Well why don't you invite your friends?,Why are you being so weird about this?
9523,Why are you being so weird about this?,"Stop fighting. Just on St Patrick's Day, okay? Just one perfect day a year. No hassles, no problems, no kids."
9524,"Stop fighting. Just on St Patrick's Day, okay? Just one perfect day a year. No hassles, no problems, no kids.",Why no kids?
9525,Why no kids?,"Yeah, where are your kids?"
9526,"Yeah, where are your kids?",Nope. Nuh -uh. Not today!
9527,What do we got here?,Mega-Desk.
9528,I'm sorry but is that a gift I see in your hands?,It is. This is a little something for you to remember your time here in Scranton by.
9529,[pulls out glass cube with coal.] Is that a lump of coal?,Yes it is!
9530,Have I been that naughty?,"No, no no- that is a good gift actually. Buildings here in Scranton are literally powered by coal."
9531,"Erin and I have our first date tonight, and it has to be perfect. Why? Because according to 'How I Met Your Mother' that's the date that your kids are going to wait patiently to hear about, and you better have a good story for them.",No. [re-enters bullpen from kitchen.]
9532,Oh come on. Come on. Five more minutes? Five more minutes of Mega-Desk? Please?,"[swats over various photos and knickknacks, points at paperwork] Is this yours or mine?"
9533,"[swats over various photos and knickknacks, points at paperwork] Is this yours or mine?",They say that no man is an island. False! I am an island and this island is volcanic. And it is about to erupt. With the molten hot lava of strategy!
9534,"It's kind of like that lip thing she did last night, like a half snarl, half smile? I get the sense that she's very ironic.",Okay. Love you. We'll talk soon. [hangs up phone]
9535,"Must be amazing being a father right, a miracle of life?",It is. Big time.
9536,Is that what happened to you?,"I'll tell you what happened to me. I didn't see my father for the first two years of my life. I thought my mother was my father, and my wet-nurse was my mother."
9537,"Turned out fine for me. But Mose? Oh. Same story, different ending.",Hey! [Erin sneezing at desk] Are you sick?
9538,Hey! [Erin sneezing at desk] Are you sick?,"Oh, no I'm fine, I just have a little indigestion."
9539,In your nose?,Yes.  [Angela returns to desk and puts embroidered breathing mask on]
9540,"Thank you. You know I get way too many ideas from the top. Now I want to hear your ideas. I mean, did you guys know that Liquid Paper? That wasn't invented by some fancy engineer. No, that was created by a lowly typist.","Jo, I have an idea, for suntan lotion - soap."
9541,"In the training manual it says, that there is a minority executive training program in Tallahassee?","I am so proud of Sabre's 'Print In All Colors' initiative. Any Sabre employee of color, is welcome to apply. [Kelly applauds]  Daryl?"
9542,"I am so proud of Sabre's 'Print In All Colors' initiative. Any Sabre employee of color, is welcome to apply. [Kelly applauds]  Daryl?","Daryl. Mellow, soulful, smart for warehouse..."
9543,But you wouldn't need more trucks?,Not at all. There's a way that it can be scheduled. I sketched this out downstairs.
9544,[Looks over his proposal] I like this Daryl. I like this a lot. Maybe you should be doing your sketching upstairs. Would you like an office up here?,Are you serious?
9545,Are you serious?,Yeah. Take Jim's old office.
9546,"Okay. Any questions? Anything on anybody's mind? I'm leaving tonight, this is your last chance for a while!","Oh no! Say it's not so, Jo, we're gonna miss you, we're gonna miss you so much!"
9547,How about July 4th weekend? [Reveals paper ticket],Oh honey you didn't buy a ticket?
9548,Oh honey you didn't buy a ticket?,I did!
9549,"Oh honey. I'm not home, very often. And uh, me and my relatives, they take up the guesthouse. I think you should check with my office, before you book any dates, okay?","You know what, in the spirit of full disclosure, I have actually reserved a bunch of different seats on a bunch of different flights, but there are a couple of flights that only have two tickets left, so I think we should pull the trigger and -"
9550,How many knocks does it take to get you to do some work?,[laughs] I'll be over there.
9551,What?,My headphones are broken.
9552,Can I listen to my music at a low volume?,Yeah that's great. Great.
9553,"Okay? [Unplugs cord, sings] 'The cat's in the cradle and the silver spoon, little boy blue-'",[Overlapping] When's the last time you upgraded your printer?
9554,[Overlapping] When's the last time you upgraded your printer?,- and the man in the moon. When you coming home Dad? I don't know when-'
9555,- and the man in the moon. When you coming home Dad? I don't know when-',[Whispers] Please stop that!
9556,Can you grow up?,"-Dad, you know we'll have a good time then.'"
9557,When you coming home Dad?,"You know, can I call you back?"
9558,"You know, can I call you back?",I don't know when-'
9559,Oh no no no!  Are you feeling ill?,Uh...
9560,"Yeah, but you sound like death, girl. Now why don't you go on home and take care of yourself and get in bed. And shred that and have them send me a clean fax, okay?",Well... [Jo closes door on her]
9561,She should go home. It's not the end of the world. We'll go on our date next week. She's still gonna like me in a week. Right?,Yes?
9562,Yes?,I was just working at my desk and I wanted to run some new leads by you. [Turns feint]
9563,You sure?,You'll probably feel better once you get some pants on. Come on.
9564,"Not bad, huh?","A real Hoop Dreams story you got there. Oh man, you seem to have caught Jo's eye. How'd you make that happen?"
9565,"A real Hoop Dreams story you got there. Oh man, you seem to have caught Jo's eye. How'd you make that happen?",I impressed her with my good ideas.
9566,"Hm mm. Seriously, how did you do it?",I made a suggestion at the meeting that was good. You were there.
9567,"How do I put this delicately? Does her family owe your family something, in terms of a past injustice?","Now Mike, I have to ask you to leave, so that I can learn about this tiny television."
9568,"Mm? Well, the clock says chatting time, so.","Well, if you feel like you've done a solid days work..."
9569,Right. What?,"Well I mean, if you can put your name on this day, and be proud of the amount of work you've done, then, by all means, you should toodle on home."
9570,Anything else I can help you with?,"No, no, no. That's super-clear-ish. [Exits, closes door, takes off coat.] Nope. Nope. Nope. Nope."
9571,"Hey what's up, Butt-plug?",How you doing stud? You already there?
9572,How you doing stud? You already there?,"Dude, I've been here since three! I've boot and rallied twice."
9573,How's the lady situation?,Fat and ugly. You might actually have a chance.
9574,"Maybe next 'queer.' Hey ladies, who wants some bangers and mash?","[Opens door, surprised] Oh! Andy!"
9575,Hey! Me and Creed are in. Are you guys in?,Oh I'm in.
9576,"Ah. Got a little client meeting at Shanny O'Gannigan's tonight. It shouldn't go all night long, so if you'd like me to, I could swing by your house so the baby can experience a strong male presence. [Jim is silent] No? Nothing? Okay. Have fun working. [Whistles 'Cat's in the Cradle' song]","Hi there Jo. Sorry to interrupt. Um, this evening [phone rings] I have..."
9577,Hello?,"Hey Jo, it's Jim Halpert. I actually scheduled a meeting at 7:30 with a very important client. And it's so weird, because we never have meetings after 5pm. But I was hoping that maybe just this once, it would be okay."
9578,Sorry Sugar. What'd you want?,"Well, you see, I actually do have a meeting. With a client. I'm just gonna reschedule for next week."
9579,Hey! What are you fellas doing up here?,We're here to bust you out!
9580,Dude! Your shirt tucked in?,"Oh. Yeah, um, I must have did that when I was in the bathroom.  All right then, uh, let me get to it."
9581,It is? I'm sorry.,"Yeah, have some more blanket."
9582,What's up?,Whoa!
9583,"Are we rotating seats, or?","Oh yeah, you're the guest. Take the easy chair, best seat in the house. Plus, you don't have to sit next to this big dork and her smelly feet."
9584,"So, how does the whole foster sibling thing work? Do you guys share one parent or-?",None. We were in the same house from ages ten to twelve. And then from fifteen to eighteen.
9585,How late do we have to work tonight?,You never know with Jo. Sometimes we're here til midnight. Sometimes she doesn't show up for three days.
9586,Why does she do that? Why doesn't she just tell you what your schedule is?,"Yeah, that would be awesome. I could get a girlfriend. Wouldn't have to go to Amsterdam seven times a year. But uh, I'm young, right?  I will date when I'm dead! [Laughs]"
9587,"Yeah, that would be awesome. I could get a girlfriend. Wouldn't have to go to Amsterdam seven times a year. But uh, I'm young, right?  I will date when I'm dead! [Laughs]","Do I really want to turn out like Gabe? Twenty-six. Single. Tied to my desk. No life, no family. I want to have been married by the time I would've turned thirty. That's just - that's just depressing."
9588,"Do I really want to turn out like Gabe? Twenty-six. Single. Tied to my desk. No life, no family. I want to have been married by the time I would've turned thirty. That's just - that's just depressing.",Hello Jo.
9589,Anything I can do for you Puddin'?,"There is, as a matter of fact. It's getting sorta late. It's 8:30. And it's St. Patrick's Day, which is a world ethnic holiday. So I have decided I'm going to dismiss my employees."
9590,Michael?,Yes.
