,Question,Answer
3555,What are you doing?,I promised Jeor I'd never lose it again. *he hands the sword to Sam* In case I don't come back.
3556,"All of your vows? She wasn't enough to turn ya, eh? Were you enough to turn her?",She put three arrows in me when I escaped.
3557,Did you see her again at Castle Black?,Yes.
3558,And?,She's dead.
3559,Your doing?,No.
3560,"Kullback, could I trouble you for something to eat? I don't imagine our guest has eaten anything in quite some time. So. You're here to strike a bargain?",Turn your army around and go home.
3561,You know I know you're low on arrows. You're low on oil. You're low on men. How many are left? 50?,I told Tormund and Orell. We have more than a thousand men.
3562,"I showed you everything I had. The whole army, a hundred thousand strong, and what did you do? You fired on us with everything you had. It wasn't much. Soon as I saw that I sent four hundred men to climb the wall. An unmanned stretch five miles west of here. A lot of them will die climbing, but most of them will be over by the end of the day. This is me being honest with you, Jon Snow, which is more than you've ever done for me. My people have bled enough. We're not here to conquer, we're here to hide behind your wall just like you. We need your tunnel. Now we both know that winter is coming and if my people aren't south of the wall when it comes in earnest, we'll all end up worse than dead. Wanna strike a bargain with me? Here's a bargain. You go back, you open the gates to us and I swear to you that no one else will die. Refuse and we'll kill every last man in Castle Black.","Ah! Oh, that's why you're here. I reckon you could do it before any of them could stop ya. They'd kill you of course, they'd kill ya slow, but ya knew that when you came in here. Are you capable of that, Jon Snow? Killing a man in his own tent when he's just offered ya peace? Is that what the Night's Watch is? Is that what you are?"
3563,"Ah! Oh, that's why you're here. I reckon you could do it before any of them could stop ya. They'd kill you of course, they'd kill ya slow, but ya knew that when you came in here. Are you capable of that, Jon Snow? Killing a man in his own tent when he's just offered ya peace? Is that what the Night's Watch is? Is that what you are?",You attacking us?
3564,You attacking us?,"No, it's like you said, we don't have the men."
3565,You're the king beyond the wall?,You know who I am?
3566,You know who I am?,Never had the pleasure.
3567,What are men of the Night's Watch doing in a Wildling camp?,I was sent to discuss terms with the king beyond the wall.
3568,What do you think he'd have done with him?,"I was this man's prisoner once. He couldo ve tortured me, he couldo ve killed me, but he spared my life. I think my father wouldo ve taken him prisoner, listened to what he had to say."
3569,May I ask what you think you're doing?,Saving him.
3570,You can save him?,"Difficult to say, your grace, but if my past work is any guide. We stand a chance."
3571,Will it weaken him?,Oh no.
3572,Do you think you'll be the first person dragged into a sept to be married against her will?,"When you marched into the throne room to tell me we'd won the Battle at Blackwater, do you remember?! I was sitting on the iron throne with Tommen. I was about to give him essence of nightshade, that's how far I was willing to go when I thought someone awful had come to take my son away. Someone awful is coming to take him away."
3573,"When you marched into the throne room to tell me we'd won the Battle at Blackwater, do you remember?! I was sitting on the iron throne with Tommen. I was about to give him essence of nightshade, that's how far I was willing to go when I thought someone awful had come to take my son away. Someone awful is coming to take him away.",No.
3574,And how will you do that?,I'll tell everyone the truth.
3575,And what truth would that be?,"You don't know, do you? You never believed it. How is that possible? What am I saying, of course it's possible. How can someone so consumed by the idea of his family have any conception what his actual family was doing? We were right there in front of you and you didn't see us. One look in the past twenty years, one real look and you wouldo ve known."
3576,"You don't know, do you? You never believed it. How is that possible? What am I saying, of course it's possible. How can someone so consumed by the idea of his family have any conception what his actual family was doing? We were right there in front of you and you didn't see us. One look in the past twenty years, one real look and you wouldo ve known.",Known what?
3577,Known what?,Everything they say is true. About Jaime and me.
3578,"You won. One fewer brother. Must be proud of yourself. There's really nothing you wouldn't do, is there?","For my family, no. I would do things for my family you couldn't imagine."
3579,Are you really mad enough to blame him for that? He didn't decide to kill her. He was an infant.,"A disease doesn't decide to kill you, all the same you cut it out before it does. What do you decide? What do you choose?"
3580,"A disease doesn't decide to kill you, all the same you cut it out before it does. What do you decide? What do you choose?","The things I did to get back to you, to endure all that, only to find you-"
3581,Told him what?,I told him about us.
3582,You told him?,"I told him I wouldn't marry Loras Tyrell. I told him I'm staying right here with Tommen, with you."
3583,You think he'll just accept that?,Go and ask him.
3584,What did you say?,"I don't want to talk about Tywin Lannister. I don't choose Tywin Lannister, I don't love Tywin Lannister. I love my brother. I love my lover. People will whisper, they'll make their jokes. Let them. They're all so small I can't even see them. I only see what matters."
3585,I hope I can prove worthy of her admiration. What can I do for you?,"When you took the city, the children begged me not to leave the house. But Master Mighdal and I agreed that I must. So I lost my home. Now I live on the streets."
3586,"Even if they are safe, who would I be there? What purpose would I serve? With my master, I was a teacher. I had the respect and love of these children.",What is it that you want from me?
3587,What is it that you want from me?,"Your grace, I ask you to let me sell myself back to Master Mighdal."
3588,"You want to return to a man who owned you, like a goat or a chair?","Please, your grace, the young may rejoice in the new world you've built for them. But for those of us too old to change there is only fear and squalor. I am not alone. There are many outside waiting to beg the same-"
3589,What was her name?,"Zala, your grace."
3590,How old was she?,Three.
3591,Three. *in Valyrian* And still no word on Drogon?,"in Valyrian* Sailors saw him flying over the Black Cliffs three days ago, my queen. Nothing since then."
3592,Your old blind man patched me up. Why?,"He's sworn to treat all wounded men, friend or foe."
3593,You want me alive so you can torture me?,No one's going to torture you.
3594,So how do we die? Hanging? Beheading? Drop us from the top of the wall?,I don't know what happens to the prisoners.
3595,Who decides?,I suppose Stannis does.
3596,He your king now?,I don't have a king.
3597,We're gonna burn the bodies of your dead. Do you want to say any words over them?,Words? What kind of words?
3598,Words? What kind of words?,Funeral words. I don't know how the Free Folk do it.
3599,Do what?,Say farewell.
3600,Snow. Did you love her? She loved you.,She told you?
3601,She told you?,No. All she ever talked about was killing you. That's how I know. She belongs in the North. The real North. You understand me?
3602,No. All she ever talked about was killing you. That's how I know. She belongs in the North. The real North. You understand me?,"We can stop, we can rest."
3603,Who are you?,"The First Men called us The Children, but we were born long before them. Come, he waits for you."
3604,How do you know?,"I've been watching you. All of you, all of your lives, with a thousand eyes and one. Now you've come to me at last, Brandon Stark, though the hour is late."
3605,You're going to help me walk again?,You'll never walk again. But you will fly.
3606,Podrick. Podrick! Where are the horses?,I hobbled them last night.
3607,What sort of hobble?,"A figure-eight, like you taught me."
3608,"Thieves, maybe?",It's at least thirty miles to the Eyrie from here. You're carrying the saddle bags.
3609,I like your sword. Are we getting close to the bloody gate?,About ten more miles.
3610,Did you hear that Podrick? Only about ten more miles to the Bloody Gate.,Are you a knight?
3611,Are you a knight?,No.
3612,Does it have a name?,Oathkeeper.”
3613,Who taught you how to fight?,My father.
3614,You want something?,That's Sandor Clegane- the Hound.
3615,Why didn't you?,She commanded me to bring Jaime Lannister back to King's Landing.
3616,"No? Fancy sword you've got there. Where'd you get it? I've been looking at Lannister gold all my life. Go on, Brienne of fucking Tarth, tell me that's not Lannister gold.",Jaime Lannister gave me this sword.
3617,"Safety?! Where the fuck's that? Her aunt in the Eyrie's dead. Her mother's dead, her father's dead, her brother's dead. Winterfell's a pile of rubble. There's no safety, you dumb bitch. If you don't know that by now, you're the wrong one to watch over her.",And that's what you're doing? Watching over her?
3618,And that's what you're doing? Watching over her?,"Aye, that's what I'm doing."
3619,Arya! Arya! ARYA! Where is she?,She was just here...
3620,Why weren't you watching her?,I was watching you I thought you migth need some help…
3621,Which way Pod? Which way did she go?,"Ah, I think that way."
3622,You're still here? [Coughs] Big bitch saved you.,I don't need saving.
3623,You're gonna die?,"Unless there's a Maester hiding behind that rock, aye, I'm done. I'd skin you alive for wine. [Arya offers water.] Fuck water! Killed by a woman. I bet you liked that. Go on, go after her. She'll help you. Going out alone, you won't last a day out there."
3624,"You remember where the heart is? Fuck it. I'm ready. Go on, girl. Another name off your list. You kept promising me. I cut down your butcher's boy, the ginger. He was begging for mercy. Please sir, please don't kill me, please, please. Bled all over my horse. Saddle stunk of butcher's boy for weeks. And your sister, your pretty sister. I shouldo ve taken her. That night the Blackwater burned, I shouldo ve fucked her bloody. At least I'd have one happy memory! Do I have to beg you? Do it. Do it.",Kill me. Kill me! Kill me! Kill me!
3625,Is that any way to speak about our mother?,What're you doing?
3626,What're you doing?,What do you think I'm doing? The galley's waiting in the bay bound for the Free Cities.
3627,What do you think I'm doing? The galley's waiting in the bay bound for the Free Cities.,Who's helping you?
3628,Who's helping you?,Varys.
3629,Varys?,You have more friends than you thought.
3630,"Tyrion! Put down the crossbow. Who released you? Ah, your brother ,I expect. He always had a soft spot for you. Come, we'll go and talk in my chambers. Is this how you want to speak to me? Shaming your father has always given you pleasure…","All my life, you've wanted me dead."
3631,"Yes. But you refused to die. I respect that, even admire it. You fight for what's yours. I'd never let them execute you; is that what you fear? I'd never let Illyn Payne take your head. You're a Lannister. You're my son.",I loved her.
3632,Who?,Shae.
3633,It doesn't matter?,She was a whore!
3634,And what? You'll kill your own father in the privy? No. You're my son. Enough of this nonsense…,"I am your son, and you sentenced me to die. You knew I didn't poison Joffrey, but you sentenced me all the same. Why?"
3635,"I am your son, and you sentenced me to die. You knew I didn't poison Joffrey, but you sentenced me all the same. Why?",Enough. We'll go back to my chambers and speak with some dignity.
3636,"What, are you afraid of a dead whore?",You shot me. You're no son of mine.
3637,"What have you done? Quickly. Trust me, my friend, I've brought you this far.",I want to see the captain.
3638,Where's home?,The Free City of Braavos.
3639,Why not?,If your father hears…
3640,Are you sure?,Yes.
3641,I've been promised to the prince. When will we marry?,You'll never wed the prince. You'll wed the king.
3642,But I will be queen?,"Oh yes, you'll be queen. For a time. In comes another. Younger, more beautiful, to cast you down and take all you hold dear."
3643,Will the king and I have children?,"No. The king will have 20 children, and you will have 3."
3644,They?,All of them out there are enemies. They're waiting a night to make sure he's really dead and as soon as they see the stones on his eyes they'll set to work on tearing us apart.
3645,and now our father is dead. And that little monster is out there somewhere drawing breath. Did you set him free?,"Tyrion may be a monster but at least he killed our father on purpose. You killed him by mistake. With stupidity. You're a man of action, aren't you? When it occurs to you to do something you do it, nevermind the consequences. Take a look. Look at the consequences. Here they are. He loved you more than anyone in this world."
3646,"Tyrion may be a monster but at least he killed our father on purpose. You killed him by mistake. With stupidity. You're a man of action, aren't you? When it occurs to you to do something you do it, nevermind the consequences. Take a look. Look at the consequences. Here they are. He loved you more than anyone in this world.",Apologies.
3647,Do you know what it's like to stuff your shit through one of those air holes?,No. I only know what it's like to pick up your shit and throw it overboard.
3648,Pentos?,"The home of my colleague. Ilyrio Mopatis. A merchant. He and I met many years ago, through mutual friends. A group of people who saw Robert Baratheon for the disaster he was. We tried to do what was best for the realm by supporting the Targaryen restoration. And thus began the chain of mistakes that has led us both here. Things have gotten worse, not better. Westeros needs to be saved from itself."
3649,My lord?,I don't think I am anymore. A lord. Are you a lord if you kill your father? I don't suppose they revoke your nobility for killing a whore. That has to be happen all the time.
3650,I don't think I am anymore. A lord. Are you a lord if you kill your father? I don't suppose they revoke your nobility for killing a whore. That has to be happen all the time.,You already drank yourself across the Narrow Sea.
3651,In a box. Why stop now?,Because we are talking about the future of our country.
3652,You want the same? Same as always?,You… you don't have to.
3653,Sons of the Harpy?,"Yes, your grace. They left it on the body."
3654,"Then they will have to learn to see things differently, Mossador. He did not risk his life fighting for freedom so cowards in masks could take it away. And I did not take up residence in this pyramid so I could watch the city below decline into chaos. What was the name of the man you lost?","White Rat, your grace."
3655,Why do you come?,"White Rat, the Unsullied who… I have heard they found his body in a brothel. I have heard that more than one Unsullied has been known to visit Meereen's brothels. May I ask you why? Why would an Unsullied go to a brothel?"
3656,"White Rat, the Unsullied who… I have heard they found his body in a brothel. I have heard that more than one Unsullied has been known to visit Meereen's brothels. May I ask you why? Why would an Unsullied go to a brothel?",I do not know. I must go.
3657,"Shouldn't you be training, too?","Well, I'm hardly a new recruit. How many brothers can say they've killed a white walker and a Thenn? I might be the first in history!"
3658,"Well, I'm hardly a new recruit. How many brothers can say they've killed a white walker and a Thenn? I might be the first in history!",These men need a firm hand. Always have. They're poachers and thieves.
3659,"You're not cold, my lady?","Never. The Lordo s fire lives within me, Jon Snow."
3660,Are you a virgin?,No.
3661,You know who rules at Winterfell now?,Roose Bolton.
3662,The traitor who plunged a dagger into Robb Stark's heart. Don't you want to avenge him?,"I want a great many things, your grace. But I'm a sworn brother of the Night's Watch now."
3663,Many don't. You were seen taking the body of a wildling girl north of the Wall. Why?,It's where she belonged.
3664,"Your grace, you want the wildlings to march in your army?","If they swear to follow me, I'll pardon them. We'll take Winterfell. Once the North is won, I'll declare them citizens of the realm. I'll give them land to live on."
3665,"You admire him, don't you?",I respect him.
3666,How much time do I have?,"Nightfall. The sun drops fast this time of year. Hurry, Jon Snow."
3667,Great warrior? He sings a sword like a girl with palsy.,My lord.
3668,Does he?,The gift of a great name. Sometimes that's all one needs.
3669,"Will we head north at some point? He said Sansa had a brother at Castle Black. We're a few days ride from the Kingsroad, but that will take us--",Us? The only reason you're here is that Jaime Lannister told me you weren't safe in the capital. You're hundreds of miles from King's Landing. No one knows what you look like. No one cares. You're safe.
3670,Us? The only reason you're here is that Jaime Lannister told me you weren't safe in the capital. You're hundreds of miles from King's Landing. No one knows what you look like. No one cares. You're safe.,But I'm you're squire.
3671,Do you even know what a squire is?,An attendant to a knight?
3672,An attendant to a knight?,I'm not a knight. That means you're not a squire.
3673,"Well, where would I go?","I don't care, I'm not your mother."
3674,Will you shut your mouth? I didn't ask for advice. I don't want anyone following me. I'm not a leader. All I ever wanted is to fight for a Lord I believed in. The good lords are dead and the rest are monsters.,You told Lord Royce we were going to the Fingers.
3675,"Lord Royce may be as honorable as he thinks he is, but he's not alone in that castle. Do you trust all those knights and ladies, stable boys and serving girls?",No. Do you trust the carriage driver or the knights escorting us?
3676,No. Do you trust the carriage driver or the knights escorting us?,"No. But I pay them well, and they've seen what happens to men who disappoint me."
3677,So where are we going? To a land where you trust everyone?,"So a land so far from here, even Cersei Lannister can't get her hands on you."
3678,What can I do for you?,You can forgive me.
3679,What could you possibly have done to warrant my forgiveness?,I led you into the darkness.
3680,It does. That's the Sunspear bit right there. And that's where the mountains are. And over here is… Sunsnake? Stonespear?,Sandstone.
3681,What's your name?,"Olyvar, my lady."
3682,Perhaps you might consider being a bit more discreet?,Why? They all know about me anyway. Everybody knows everything about everyone. What's the point in trying to keep a secret in a place like this?
3683,Why? They all know about me anyway. Everybody knows everything about everyone. What's the point in trying to keep a secret in a place like this?,In any event… you shouldn't keep your intended waiting.
3684,My intended? Please. Tywin's dead. That means no one can force Cersei to marry me.,Lucky you.
3685,You think I want that woman married to my brother?,"If she doesn't marry me, she doesn't go to Highgarden. Which means she stays in King's Landing. Which means you're trapped here with Cersei Lannister as your mother-by-law."
3686,Perhaps?,Perhaps?
3687,Perhaps?,"Eunuch, the spider, the master of whisperers."
3688,Refuse the Kingslayer? A dangerous proposition.,"Not as dangerous as releasing me. You risked your life, your position, everything. Why? You're not family, you owe me nothing."
3689,"Not as dangerous as releasing me. You risked your life, your position, everything. Why? You're not family, you owe me nothing.",I didn't do it for you. I did it for the Seven Kingdoms.
3690,Compassion? Yes. I killed my lover with my bare hands. I shot my own father with a crossbow.,I never said you were perfect.
3691,What is it you want exactly?,Peace. Prosperity. A land where the powerful do not prey on the powerless.
3692,"Perhaps. And perhaps we've grown so used to horror we assume there's no other way. If you sat on the Iron Throne, would you spread misery throughout the land?",I will never sit on the Iron Throne.
3693,"Who said anything about him? You have a choice my friend. You can stay here at Ilyrio's palace and drink yourself to death, or you can ride with me to Mereen, meet Daenerys Targaryen, and decide if the world is worth fighting for.",Can I drink myself to death on the road to Meereen?
3694,Can I drink myself to death on the road to Meereen?,When did the Unsullied start patrolling the streets of Meereen? Looks like your friends haven't been behaving themselves.
3695,When did the Unsullied start patrolling the streets of Meereen? Looks like your friends haven't been behaving themselves.,"The mission to Yunkai was a resounding success. The Wise Masters of Yunkai have agreed to cede power to a council of elders, made up of both the freedmen and the former slaveholders. All matters of consequence will be brought to you for review."
3696,Concessions?,"Politics is the art of compromise, your grace."
3697,The fighting pits? Where slaves fought slaves to the death?,"In the new world that you've brought to us, free men would fight free men."
3698,How many times must I say no before you understand?,Whatever he wants from me he's not going to get it. If he really believes I'm going to reopen the fighting pits…
3699,What?,"My mother was a whore, I told you that. She liked to drink pear brandy. The older she got, the less she made selling her body, the more she wanted to drink. So one day when I was 12, she sold me to a slaver she fucked the night before."
3700,Why?,"I was a bad child. I wasn't big, but I was quick. And I loved to fight. So they sold me to a man in Tolos who trained fighters for the pits. I had my first match when I was 16."
3701,"You were sold into slavery, forced to fight to the death for the amusement of the masters, and you're defending the fighting pits?","I'm only here because of those pits. I learned to fight like a Dothraki screamer, a Norvoshi priest, a Westerosi knight. Soon I was famous. 10,000 men and women screamed my name when I stepped into the pit. I made so much money for my master he set me free when I died. I joined the Second Sons, and then I met you."
3702,Viserion? Rhaegal?,Easy. Easy. Easy.
3703,You know what Stannis wants?,He wants me to bend the knee. And he wants the free folk to fight for him. I'll give him this much
3704,Shouldn't a king be bold?,"Oh, aye. I respect him. If he gets what he wants, I expect he'll be a better ruler than the fools sitting on the Iron Throne the last hundred years. But I'll never serve him."
3705,"You spent your life convincing 90 clans to come together for the first time in history. Thenns and Hornfoots, the ice-river clans, even the giants. A life's work uniting them. You didn't do it for power. You didn't do it for glory. You brought them together to save them because none of them will survive the winter, not if they're north of the wall. Isn't their survival more important than your pride?",Pride? Fuck my pride. This isn't about that.
3706,Pride? Fuck my pride. This isn't about that.,Then bend the knee and save your people.
3707,And how many tens of thousands are out there right now? How many women? How many children? And you won't go out and rescue them because why? You're afraid of looking afraid.,"Oh, I am afraid. No shame in that. How will they do it? Beheading? Hanging?"
3708,"Oh, I am afraid. No shame in that. How will they do it? Beheading? Hanging?",They'll burn you alive.
3709,"And what happens to your people? You preserve your dignity and die standing, and they'll sing songs about you. “You'd rather burn than kneel. The great hero.” Until winter comes, and the white walkers come for us all, and there's no one left to sing.","You're a good lad. Truly, you are. But if you can't understand why I won't enlist my people in a foreigner's war, there's no point explaining."
3710,Ale? Ale?,"Before we left, a maester gave you a raven scroll."
3711,So it was good news.?,My marriage proposal has been accepted.
3712,Ale?,I'll have some.
3713,What is it?,Sansa Stark. Don't look!
3714,You sure?,"She's dyed her hair, but it's her. She's sitting with Petyr Baelish."
3715,Littlefinger?,A bunch of knights with him.
3716,Bunch? What's a bunch? 100? 6? 20?,"10, I think. Too many. My lady, I don't think this is the right--"
3717,Do you like the taste?,I don't see what all the fuss is about. Why do men love it so much?
3718,I don't see what all the fuss is about. Why do men love it so much?,It gives some men courage.
3719,Does it give you courage?,That's far enough.
3720,"We've met. With Renly Baratheon. What did he say about you? He said, ""You're a loyalty comes free of charge."" Someone appears to have paid quite a bit for it since then.","Lady Sansa, before your mother's death, I was her sworn sword. I gave my word I would find you and protect you. I will shield your back and keep your council, and give my life for yours if need be. I swear it by the old gods and the new."
3721,"Please, Lady Brienne. No need for such formality. You are Catelyn Stark's sworn sword?",I was.
3722,Then what did happen?,He was murdered by a shadow. A shadow with a face of Stannis Baratheon.
3723,A shadow? With a face? This woman swore to protect Renly; she failed. She swore to protect your mother; she failed. Why would I want somebody with your history of failure guiding Lady Sansa?,Why should you have any say in her affairs?
3724,Why should you have any say in her affairs?,"Because I am her uncle. I married her Aunt Lysa shortly before my belovedo s untimely death. We're family now, and you're an outsider. Forgive me, Lady Brienne, but experiences made me wary of outsiders."
3725,We don't want our new friend wandering the countryside alone. The roads of these parts aren't safe. Why don't you stay?,He asked you to stay.
3726,Podrick?,"Yes, my lady?"
3727,"Yes, my lady?",You can stand now.
3728,"Yes, my lady. Sansa Stark?","Wary of strangers, as she should me. I saw her riding on the East Trail with Littlefinger. We'll follow them."
3729,Do you think she's safe from Littlefinger?,"No, my lady."
3730,What?,Not so loud.
3731,And what has your caution brought? Our eldest child murdered at his own wedding. Our only daughter shipped off to Dorne. Our baby boy sent to marry that smirking whore from Highgarden.,I'll make things better.
3732,No army. Do you know where they're keeping her?,Oberyn mentioned the Water Gardens.
3733,"I'll find her. Is there anything else, your grace?",You're going to Dorne? A one-handed man? Alone?
3734,You're going to Dorne? A one-handed man? Alone?,I never said I was going alone.
3735,"No sunflowers. I don't like yellow. Roses are very nice, definitely roses. And music. I adore music. But no flutes, I hate flutes! We can have a harp if you like, but no flutes. Then there's the food. Food is the most important thing, don't you agree? We're going to need pigeon pies. That's what they eat in the capital, don't they?",Don't they?
3736,Don't they?,Don't who?
3737,Don't who?,People eat pigeon pie in the capital.
3738,"It's a fine place, isn't it? A fine place. I never thought I'd end up settling down in a place like this.",You won't.
3739,Pardon?,"We won't get to live at Stokeworth. When Mother dies, my sister gets the castle because she's older."
3740,You know what I think? I think you're a good person. And your sister is a mean person.,She is.
3741,Who's that?,Jaime fucking Lannister.
3742,Beautiful bride you've chosen. When were you planning on getting married?,Just get on with it.
3743,On with what?,What you're here for. There's no way this little visit could possibly mean anything good for me.
3744,How is this good for me?,"Cause you're going to come with me and help me with something important. And when we return, I'm going to give you a much better girl, and a much better castle."
3745,Return from where?,As far south as south goes.
3746,You would have me go to war?,You would have me go to war?
3747,You would have me go to war?,The whole country would have you go to war.
3748,"Oberyn is dead. And this Lannister girl skips about the Water Gardens eating our food, breathing our air. How many of your brothers and sisters do they have to kill?",I loved my brother. And you made him very happy. For that you will always have a place in my heart. But we do not mutilate little girls for vengeance. Not here. Not while I rule.
3749,And how long will that be?,The Unsullied are too conspicuous.
3750,"Anyone can see you coming from a mile off. Of course you haven't found any Sons of the Harpy. You haven't, have you?","My Second Sons, on the other hand, they drink, they whore, fight in the streets--they blend in. They overhear things in taverns, follow people from the taverns to nice, quiet alleys, break a few fingers, overhear a few more things. Before you know it..."
3751,In a hurry? You're afraid?,Unsullied fear nothing.
3752,Why?,"For one thing, he may have valuable information."
3753,How do you know that?,Because I questioned him.
3754,Why should he want to bring back slavery? What did it do for him?,Perhaps the only thing that gave him pride was knowing that there was someone lower than he was.
3755,And how do you know this?,Everyone knows this.
3756,About what?,About your father. About the Mad King.
3757,The Mad King? You're here to remind me of my enemies' lies? Consider me reminded.,"Your Grace, I served in his Kingsguard. I was at his side from the first. Your enemies did not lie."
3758,"When I agreed to come with you, did I misrepresent my intentions? Besides, what is there for me to do inside this fucking box?",You don't like it?
3759,You don't like it?,I want to take a walk.
3760,Are we really going to spend the entire road to Volantis talking about the futility of everything?,You're right. No point. The road to Volantis? You said we were going to Meereen. What's in Volantis?
3761,You're right. No point. The road to Volantis? You said we were going to Meereen. What's in Volantis?,The road to Meereen.
3762,And what do you hope to find at the end of the road to Meereen?,I told you. A ruler.
3763,Why?,Cause I liked it. Power. Even as a servant.
3764,How many dwarves are there in the world? Is Cersei going to kill them all?,Not him.
3765,"Are you trying to deceive your Queen? Shall I throw them in a cell, Your Grace?","That won't be necessary, Ser Meryn. I don't want to dissuade the other hunters. Mistakes will be made."
3766,You're the Hand of the King?,"No, Uncle. Clearly it would not be appropriate for a woman to assume that role. I'm merely advising my son until he comes of age and chooses a Hand for himself."
3767,"Your Grace, him? This man? This embarrassment to the Citadel? Your Grace, what qualifications can he possibly have for this post?","The qualification of loyalty, Grand Maester. That's far more than the eunuch ever had. Far more than many ever have."
3768,What mission?,That is not your concern as Master of War.
3769,You would abandon your king in his time of need?,"If he wants to send for me, I will be waiting for him. At Casterly Rock."
3770,"Hmm! Did you know that the youngest Lord Commander in history, Osric Stark, was elected at the age of 10?","I know ""S""."
3771,How old were you when you learned to read?,Three.
3772,"Three?! Who taught you, your mother?",No. Old Maester Cressen did. I had a lot of time to practice. My mother kept me inside because...
3773,"What do you call it in the South, what happened to your face?",Greyscale. What do you call it north of the Wall?
3774,Greyscale. What do you call it north of the Wall?,I don't know. But two of my sisters had it. They both died. How did they cure you?
3775,I don't know. But two of my sisters had it. They both died. How did they cure you?,"I don't remember. I was a baby. Lots of people came and tried, I think. Whatever they did, it went away. What happened to your sisters?"
3776,"I don't remember. I was a baby. Lots of people came and tried, I think. Whatever they did, it went away. What happened to your sisters?",My father made them move out of the keep into the huts outside. None of us were allowed to go near them. But we heard them. Especially at night. They started to sound... not like themselves.
3777,Did you ever see them?,"Only once at the end. They were covered with it. Their faces, their arms. They acted like animals. My father had to drag them out to the woods on a rope."
3778,What did he do to them in the woods?,Mother.
3779,Why?,She's a wildling.
3780,Who then? You?,No. Only one of their own.
3781,Do you know this wretched girl Lyanna Mormont?,The Lord Commander's niece.
3782,That amuses you?,"I apologize, Your Grace. Northerners can be a bit like the free folk. Loyal to their own."
3783,Unpleasant man. He thinks you're a traitor. What's your life going to be like on the Wall with Thorne in command?,"Unpleasant, I expect."
3784,He'll make you a Stark with the stroke of a pen?,"It's the first thing I ever remember wanting. I'd daydream that my father would ask the king, and just like that I would never be the bastard of Winterfell again."
3785,"I swore a vow to the Night's Watch. If I don't take my own word seriously, what sort of Lord of Winterfell would I be?",Crowded. You'd think we were serving venison stew.
3786,Does anyone wish to speak for candidates before we cast our tokens for the 998th Lord Commander of the Night's Watch?,"Ser Alliser Thorne is not just a knight, he's a man of true nobility. He was acting commander when the Wall came under attack, and led us to victory against the wildlings."
3787,Is there anyone else?,"Ser Denys Mallister joined the Watch as a boy and has served loyally longer than any other ranger. Through 10 winters he served. As commander of the Shadow Tower, he kept the wildlings away. We could do no better."
3788,Another wildling lover just like his friend Jon Snow. How's your lady love Slayer?,Her name is Gilly. Brother Slynt knows her quite well. They cowered together in the larder during the battle for the Wall.
3789,"I can't argue with any of that. But who does Jon Snow want to command? Night's Watch or the wildlings? Everyone knows he loved a wildling girl and spoke with Mance Rayder many times. What would have happened in that tent between those two old friends if Stannis's army hadn't come along? We all saw him put the King-beyond-the-Wall out of his misery. Do you want to choose a man who has fought the wildlings all his life, or a man who makes love to them?",It is time.
3790,What have you got there?,I said--
3791,Who are you? Why were they scared of you?,You lost this.
3792,Well who are you then?,No one. And that is who a girl must become.
3793,"Then who lives in the Pyramids? Who wears gold masks and murders your children? When Grey Worm came to us, I was the first to take up the knife for you. I remember the look on my father's face as I struck down his Master, who had traded his infant son for a dog. My father died in the fighting. If we allow the Sons of the Harpy to return us to chains, he never lived.","The Harpy's life was not yours to take. Once, the Masters were the law--"
3794,"No? Why come, then?",You said that I could be your apprentice. You said you'd teach me how to a Faceless Man.
3795,Which one is the Many-Faced God? I see the Stranger. I see the Drowned God. I see the Weirwood Face.,There is only one god. A girl knows his name. And all men know his gift.
3796,Where are they taking him?,Queen Margaery! Queen Margaery! Queen Margaery!
3797,Did I hurt you?,No. You were lovely.
3798,"Wouldn't that be glorious? . Shouldn't we rest a little while? Just to catch our breath, there's no rush, is there?",Of course not. Are you hungry? Shall I have them bring you some cake or pomegranate juice?
3799,Of course not. Are you hungry? Shall I have them bring you some cake or pomegranate juice?,"No, I'm fine. I just want you all to myself. I want to know everything there is to know about King Tommen First of His Name."
3800,King Tommen. It still sounds strange to me. Does Queen Margaery sound strange to you?,So strange… Husband.
3801,"I understand. But it's not your fault, you know that, don't you? You mustn't feel guilty.",I don't feel guilty. That's what's odd.
3802,Do you like to sail?,I love to sail.
3803,"Living in a tower so high, it touches the clouds. Of course my grandmother couldn't wait to go home. The capital is not for everyone, I suppose. Does your mother like it here?",I don't think so. She told me never to trust anyone in King's Landing.
3804,"You look very much in love. The first days of marriage are often so blissful. She's certainly very pretty, isn't she? Like a doll, she smiles quite a lot. Do you think she's intelligent? I can't quite tell. Not that it matters.",Do you ever miss Casterly Rock?
3805,Do you ever miss Casterly Rock?,There's nothing for me in Casterly Rock.
3806,Why are we speaking of Casterly Rock?,"The way that you talked about it, I always thought that you missed it. That you... That it was your real home."
3807,But wouldn't you be happier in Casterly Rock?,"I said, ""Darling, surely 4 times is enough, are you trying to set a new record?"" . And he said, ""Well, what is the record? I'm sure we can break it."""
3808,"I said, ""Darling, surely 4 times is enough, are you trying to set a new record?"" . And he said, ""Well, what is the record? I'm sure we can break it.""",Mother! . Welcome.
3809,Can we bring you anything to eat or drink? I wish we had some wine for you. It's a bit early in the day for us.,"No, no. I, I can't stay. I just wanted to let you know if, there is ever anything I can do for you."
3810,"Oh, forgive me, I haven't been at Court for long, I get so confused. What's the proper way to address you now? Queen Mother or Dowager Queen?",There's no need for such formalities.
