,Question,Answer
8111,Where you goin'?,"I gotta meet Anna's parents today, remember? I look terrible! I'm gonna hit the tanning machines."
8112,"I gotta meet Anna's parents today, remember? I look terrible! I'm gonna hit the tanning machines.",I can't believe you still do that. You know those things are bad for ya.
8113,"Excuse me? Uh, how much would it cost to clean this?","Oh, about thirteen dollars."
8114,"Thirteen? Well, I can't afford that.","Well, I'm sorry."
8115,What happened? Did he bring it up?,"Never mind that, look at the signal I just got."
8116,Signal? What signal?,"Lookit. He knew I was gonna use the machine next, he didn't wipe his sweat off. That's a gesture of intimacy."
8117,"A guy leaves a puddle of sweat, that's a signal?",Yeah! It's a social thing.
8118,"What if he left you a used Kleenex, what's that, a valentine? Now you go up to him and you tell him that if he's thinking of turning me in, that I got the goods on him!",No! I won't be a party to this.
8119,So you're gonna let me get suspended for shower urination?,"Okay, I'll talk to him. But you're putting me in a very difficult position."
8120,"Jerry, please. What about her?","Oh, the he'll with her."
8121,Do you want box or hanger?,You decide.
8122,"You're really working up quite a sweat today, huh?","Yeah. Oh, there's the manager. Good. I think I'm gonna talk to her about that guy, you know, we cannot have people like that in here."
8123,Are you sure you want to do that?,"Yeah. He's disgusting! Besides, I'll take any chance I can to talk to her."
8124,You're interested in...in her?,Very.
8125,Why?,"Well, correct me if I'm wrong, but isn't it a violation of club policy to not wipe down a machine after using it?"
8126,"Well, correct me if I'm wrong, but isn't it a violation of club policy to not wipe down a machine after using it?","Oh, I see...you're friends with the urinator, aren't you?"
8127,"Oh, I see...you're friends with the urinator, aren't you?","Yeah, we'll, at least he had a drain."
8128,Really?  Thank you.,That's him!
8129,Who is she? I want to know who she is.,It doesn't matter. I want a divorce.
8130,"A divorce? Oh, so you can marry her and give her the discount?","Yes, that's right."
8131,"What happened to us, Jerry?",I'll tell you what happened. We got married.
8132,Is there ever a good time to have your parents stay with you?,"You don't understand, I haven't been together with Rachel for like three weeks. First I was on the road, then my parents show up, I'm getting a little uh backed up."
8133,When are they leaving for Paris?,Not for another three days.
8134,What about her place?,She lives with her parents.
8135,"Really?  Maybe this will become like a cool thing, living with your parents.","Ya, then maybe baldness will catch on. This will all be turning your way."
8136,"Hey believe me, baldness will catch on. When the aliens come, who do you think they're gonna relate to? Who do you think is going to be the first ones getting a tour of the ship?",The baldies
8137,"Hey Joey, how you doin'?","Hey listen, I was wondering if either one of you guys would be interested in doing some work for the Big Brother program? I'm kinda running the local chapter. What do you say George?"
8138,"Hey listen, I was wondering if either one of you guys would be interested in doing some work for the Big Brother program? I'm kinda running the local chapter. What do you say George?",We'll uh....
8139,Wouldn't you like to be a big brother to someone like me? Please?,"Well, sure Joey, sure, I would be thrilled."
8140,What happened?,What could I do? Did you see the mug on that kid?
8141,What could I do? Did you see the mug on that kid?,Wouldn't you like to pass the ketchup to someone like me? Please?
8142,Wouldn't you like to pass the ketchup to someone like me? Please?,Hey did you notice they moved where they do the interview on Jeopardy now?
8143,Hey did you notice they moved where they do the interview on Jeopardy now?,Ya it used to be right in the middle of single Jeopardy and now they do it right after single Jeopardy.
8144,"Ya, it's much better isn't it?","Oh, n-no comparison."
8145,What?,Your parents are going to Paris right?
8146,Your parents are going to Paris right?,Yea?
8147,Yea?,So I tell Alec that I have to go to Paris for an undetermined amount of time. Then all I have to do is buy some post cards and have your parents mail them from Paris.
8148,What about little Joey?,Who?
8149,Who?,"Ah, I think he's probably better off."
8150,Why are you doing this?,He wants this guy to think he's in Paris.
8151,Why?,Because George is a deeply disturbed individual.
8152,"Oh hey, Helen uh, Could I uh, use some more of your hand lotion?",I told you it was good.
8153,"Really? My father has a ton of old clothes just sitting up in the attic, y-you think they're worth something?","Ya if they're vintage, and you're a widow."
8154,"What happens if the husband dies after the wife, who brings in the clothing in then?",We'll I suppose the children do.
8155,"Hey oo, I just remembered uh my parents really wanna have you guys over for dinner before you leave town. What about tonight?",Tonight?
8156,Tonight?,Yea they're making Paella.
8157,What plans?,We have plans.
8158,Where'd you get plans?,We have plans.
8159,"We'll um, what about tomorrow night?",Maybe
8160,So what plans do you have?,None
8161,So how come you're not going over there for dinner?,Jerry we don't care much for the Costanzas'.
8162,Really? Since when?,Since always. We've never liked them.
8163,Why?,"We'll they're so loud, they're always fighting it's uncomfortable, you never notice?"
8164,"We'll they're so loud, they're always fighting it's uncomfortable, you never notice?",No I notice but they're from your age group I didn't know you could detect abnormal behavior among your own kind.
8165,Ya?,It's us.
8166,U-oh come on up. It's Elaine you don't have a problem with her do you?,We adore Elaine.
8167,What's he like?,"He's nice, bit of a close talker."
8168,A what?,"You'll see. Boy, I had no idea you felt this way about the Costanzas'"
8169,So how long you folks in town?,"Oh, three more days, three more days then we're off to Paris."
8170,"Oh, that is soo nice  Aaron. Isn't he nice?  So listen has Jerry been showin' you a good time?",No I haven't.
8171,You know  I have a friend who works at the Metropolitan Museum of Art. How would you like a behind the scenes tour?,"Really, you could do that?"
8172,"Really, you could do that?",Easily
8173,I wouldn't be any trouble?,Of course not.
8174,When would we go?,How about right now?
8175,How about right now?,I'm ready
8176,Are you sure?,Yes.
8177,Elaine what do you say?,"W-we'll I don't think so Aaron, uh, I have plans."
8178,Oh. How about you Jerry?,I'm swamped.
8179,You sure? You could examine the art work up close.,Maybe I'll try and catch up with you.
8180,Why would he ask your parents to go to a museum?,I don't know.
8181,What is that?,Maybe he was just trying to be nice.
8182,Have you ever heard of anyone doing anything like this?,"Wait a second, he just did me a big favor."
8183,What?,He got em out of the house.
8184,What?,Call Rachel.
8185,"ah no, I got the machine. Rachel! Are you there?! I got the place to myself for a few hours! Rachel! Where are you? Rachel!","Sorry pal, wish I could help you out."
8186,They're not coming?,"No, they had plans."
8187,How could they have plans?,That's what I wanna know.
8188,"We'll what difference does it make? They wouldn't lie to us, they're are dear friends.",What am I supposed to do with all this Paella?
8189,What am I supposed to do with all this Paella?,"They said tomorrow, maybe."
8190,Maybe?,Maybe they don't like us.
8191,Why wouldn't they like us?  Again with the pepper? What do you gotta use all the pepper for?,Ah keep quiet.
8192,What are you trying to set my mouth on fire?,I don't know what the reason could be.
8193,Jerry have you ever seen any of those impressionist paintings?,Oh sure like Monet.
8194,Don't you think he had to be uh near sighted? I mean know body would paint like that if they could see. It's all out of focus.,"We'll he's from the impressionist school, you know like Monet, Manet, Tippi Tippi Dayday."
8195,"Hello? Rachel, ya uh no they're back.",Jerry if you have something to do we could just sit right here and read.
8196,So uh what are you guys doing for dinner?,We have no plans.
8197,"Look at that, Helen do you see what he's wearing? That's the Executive.",Now what is Executive?
8198,Now what is Executive?,The belt-less trench coat. My father invented it.
8199,Why would they? Know body bought them then.,He's wearing one.
8200,You don't say? You know I have boxes of those sitting in my garage in Florida?,Get 'em up here. You give me twenty-five percent I-I'll take care of everything.
8201,You're gonna first start shipping boxes? We're leaving for Paris in three days.,He'll send them express.
8202,Paris huh?,"Yea, ya..ya know I feel terrible about Joey but it's jus..it's a great business opportunity. I-I don't even know how long I'm gonna be away for."
8203,Where will you stay?,"An apartment complex, the uh the Eiffel Towers. uumm Like I said uh you'll be getting a postcard uh in a few days and again I'm sorry."
8204,Fantastic?,"Ya, we've been trying to reunite Joey with his father who lives in Paris. But he's afraid to fly alone, you know he's kinda withdrawn, but he seems to take to you. So it's a perfect solution."
8205,Yes?,"Uh, let me ask you a question. How come you asked Mr. and Mrs. Seinfeld to go to the museum with you?"
8206,"Uh, let me ask you a question. How come you asked Mr. and Mrs. Seinfeld to go to the museum with you?","Well, they we're in from out of town, I thought they would enjoy it."
8207,"Uhuh, um you didn't feel uncomfortable spending the whole day at the museum with two complete strangers who we're more than twice your age?","No, it was fun."
8208,So how'd you come up with the idea for the belt-less trench coat?,"I came home one night, and I tripped over one of Jerry's toys. So I took out my belt just to threaten him, and I got a glimpse of myself in the mirror."
8209,Did you call Jack Klompus yet?,I haven't been able to reach him. Hey I'll call him right now.
8210,Jerry have you seen Schindler's List?,No I haven't seen it yet.
8211,Who died?,Know body died. Jack I want you to do me a big favor. In my garage there are a couple of boxes.
8212,What boxes?,I'm gonna explain what boxes.
8213,Alright how the he'll do I know?,"Anyway there are these three big boxes, you can't miss them. I want you to ship them here to New York for me."
8214,What's in the boxes?,Raincoats.
8215,Raincoats?  You think you're gonna sell those old crappy raincoats? That's garbage.,I guarantee you Doris is not letting him mail those boxes.
8216,When do you want these?,Send them tomorrow.
8217,You think they're coming tonight?,I dunno they said maybe.
8218,Georgie what we're you doing poking around the attic last night?,I-I wasn't in the attic.
8219,What?,I will not tolerate infestation.
8220,They will get a good home won't they?,Look I gotta be honest with you there's nothing here too spectacular.
8221,"Hey, George what are you doing here?","Uh, I'm just selling some of Dad's things,  that's what he would have wanted."
8222,Dinner?,Ya.
8223,You had dinner with the Seinfelds'?,"Yea, last night."
8224,Was this something you had planned for a while?,No it was a spur of the moment. We'll you know Morty likes to fly by the seat of his vintage pants.
8225,"Hey, remember this raincoat that you sold me?",Sure that's the Executive.
8226,"Ya, you have any others?","I wish, they don't make 'em anymore."
8227,"Suppose I told you I had fifty in mint condition, would you be interested?",Very interested
8228,So you'll buy them?,I don't see what would possibly stop me.
8229,Aaaa  aaaa  Ah ha. They had plans huh? They we're busy. They we're busy with their  big plans!,What are you talking about?
8230,What are you talking about?,Mom and Pop Seinfeld
8231,So what's the deal they don't want to have dinner with my parents?,That's right.
8232,Is there something wrong with my parents?,Absolutely
8233,These the people you currently live with?,Yes.
8234,So are they coming tonight or not?,Look I really don't know what they're plans are.
8235,What is that anyway?,"It's a spanish dish. It's a moulage of fish, an meat with rice. Very tasty."
8236,Hey could you do one other thing for me?,Name it.
8237,You think your parents would have any objections to taking a little kid to Paris with them?  It turns out that the kid's father lives in Paris. Is that a coincidence?  Eh you know Alec wants me to take him over there so I figure as long as they're going,"So you thought as long as they're mailing postcards, it wouldn't be too much to ask my parents to drag a child who they've never seen, through the streets of Paris?"
8238,"So you thought as long as they're mailing postcards, it wouldn't be too much to ask my parents to drag a child who they've never seen, through the streets of Paris?",Alright if you think it's too much they don't have to mail the postcards.
8239,So where's he taking you?,"We'll first we're going to a matine, I'm taking the afternoon off, we're gonna go see `My Fair Lady`and they we are gonna go to dinner. He knows all these fantastic places."
8240,This is some office. What's the square footage?,You don't mind to you Elaine?
8241,You don't mind to you Elaine?,Mind? Oh o-of course not.
8242,Mind? Oh o-of course not.,We can make a whole day of it.
8243,"This is some building, Harry Fleming used to have an office here. There was a deli on the first floor. You don't get corned beef like that anymore. What happened to that deli?",I really don't know Mr. Seinfeld
8244,When are they leaving?,In two days.
8245,What other time?,Whenever
8246,Where you goin'?,Uh we'll drive around for a while.
8247,O-oh are you sure?,Yea.
8248,No no it's ok. So we'll go see Schindler's List later right?,Definitely
8249,What show?,`My Fair Lady`
8250,When did you get tickets to see that?,"Aaron surprised us, and Elaine came."
8251,Oh  Elaine really? We'll that sounds interesting.,We saw Regis Philbin get out of a limousine.
8252,Hello?,"Hello Jerry,"
8253,So when are you coming down to Florida again?,As soon as is humanly possible.
8254,So uh where's your father?,Ya he's right here.
8255,What do you mean?,There is something wrong with the key. The key doesn't work
8256,What does he want from you?,My idiot son could open that garage door.
8257,What did I do?,Just do it first thing tomorrow. I need it.
8258,Thursday morning? You know we're leaving at three o'clock.,Yea you're leaving at three o'clock.
8259,How are you gonna get all this done in time?,Don't worry about it.
8260,Ya how you gonna get all this done in time?,They we're drinking champaign in a buggy!
8261,"First Kramer, then Elaine?",Yea
8262,What did we ever do to them?  I want to know what we did them!,"What are they too good for us? A raincoat salesman, I could buy and sell 'em like that."
8263,"What are they too good for us? A raincoat salesman, I could buy and sell 'em like that.",The he'll with them.
8264,Vacation?,You're mother and I are planning on taking a cruise.
8265,The attic? Y-you haven't wore any of those clothes for years.,"How can I go on a cruise with out my cabana wear? I love those, those clothes. AH!  A mouse! I saw a mouse!"
8266,"How can I go on a cruise with out my cabana wear? I love those, those clothes. AH!  A mouse! I saw a mouse!",It's the remote.
8267,Where the he'll are my clothes? I love those clothes.,Lousy moth ridden crap.
8268,So how was the movie?,"Oh, really good, really good."
8269,"What about the end, with the list?",Ya that was some list.
8270,What did you think about the black and white?,The black and white.
8271,Hey what again?,I'm trying to buy some of the clothes back. Hey you wanna come over for dinner tonight? My mother made all this extra Paella.
8272,I'm trying to buy some of the clothes back. Hey you wanna come over for dinner tonight? My mother made all this extra Paella.,"Paella, ya I'll be there."
8273,Twenty-five percent? It was your idea.,Yap I know.
8274,Oh it's you? You're the one who sold me the moth ridden cabana crap.,"You know I've been thinking, why is Kramer getting twenty-five percent?"
8275,"You know I've been thinking, why is Kramer getting twenty-five percent?",We'll he told you about the place.
8276,"So what, why is that worth twenty-five percent? It's a finders fee. You know what a finders fee is?",You find something you get a fee.
8277,What leg work?,"Oh, there's leg work."
8278,Too much?!,"That's right, they're my coats."
8279,"Moths are a discourage to my business, all it takes is one moth to lay eggs. You know what happens to the larvae? They hatch and they're everywhere.","I'm sorry, umm he-here's your money back  I-I-I'll have the clothes."
8280,So uh where are the clothes?,I burned 'em.
8281,"N-I know they're your parents Jerry an' they're very nice people. But don't you think it's odd, that a thirty-five year old man is going to these lengths to see that someone else's parents are enjoying themselves? I mean don't you find that abnormal?",It is a tad askew.
8282,I mean they're your parents and you don't do anything. So why is this stranger doing it?,I've hardly been out to dinner with them.
8283,So what are you going to do?,"I don't know, I don't know what to do. Oh god.... so how was the movie?"
8284,"I don't know, I don't know what to do. Oh god.... so how was the movie?",Uh from what I saw it was pretty good.
8285,Ya what do you mean from what you saw?,We'll I um I didn't ah actually get to see the whole movie.
8286,Yea why not?,I was kind of um  making out.
8287,"You we're making, out during Schindler's List?","I couldn't help it. We hadn't been alone in a long time, it just got the better of me."
8288,During Schindler's List?,We're both living with our parents.
8289,Did anybody see you? Did anyone say anything?,No I don't think so. I saw Newman as I was leaving but see me.
8290,Uh ah  Having a nice trip?,"Wonderful, we went to the theater last night."
8291,Wondering what?,Why I didn't see you at Schindler's List with Jerry.
8292,Why is that?,We'll he really seemed to have his hands full if you know what I mean.
8293,What?,"What, do I have to spell it out for ya? He was moving on her like the storm-troopers into Poland."
8294,"What, do I have to spell it out for ya? He was moving on her like the storm-troopers into Poland.",Jerry was necking during Schindler's List?
8295,Jerry was necking during Schindler's List?,Yes! A more offensive spectacle I cannot recall. Anyway I just really came up to get some detergent.
8296,Hi  What? What did I do?,How could you?
8297,How could you?,How could I what?
8298,How could I what?,You we're making out during Schindler's List?
8299,You we're making out during Schindler's List?,What? No.
8300,What? No.,Don't lie Jerry.
8301,How could you do such a thing?,"I couldn't help it. We hadn't been alone together in a long time and we just kinda started up a little during the coming attractions and the next thing we knew, the war was over."
8302,You didn't get in?,"Oh I got in, I had to break the window with a rock and then I got my hand all cut up reaching in."
8303,You broke the window?,He broke the window?
8304,He broke the window?,You wanted those damn boxes didn't you?
8305,You wanted those damn boxes didn't you?,He should be on his hands and knees thanking you.
8306,Did you send them?,"Yea, they'll be there tomorrow afternoon, two o'clock."
8307,Tomorrow afternoon?,Tomorrow afternoon?
8308,Tomorrow afternoon?,Tomorrow afternoon?
8309,Tomorrow afternoon?,I told you to send them express.
8310,So what did you do about the window?,I gotta fix your window now?
8311,I gotta fix your window now?,"Alright alright, goodbye. I don't think we are gonna make that flight."
8312,W-what do you mean you're not making the flight?,"We have to make the flight, we're with a charter group. If we don't the trip is off."
8313,Some place else? What about Paris?,"You don't understand, I've come this far, I can't stop now."
8314,Moths?,"Moths, ate three boxes?"
8315,"Moths, ate three boxes?","We'll you know what happens with larvae hatch, they-they're everywhere."
8316,Hello?,Hello
8317,"That shirt, where'd you get that shirt?",Wha?
8318,Wha?,"That's my cabana shirt, you stole my shirt you son of a bitch!  George you let your friends go up in my attic and steal my clothes?  Gimme that back"
8319,"That's my cabana shirt, you stole my shirt you son of a bitch!  George you let your friends go up in my attic and steal my clothes?  Gimme that back",woah
8320,Dad?!,I bought it from Rudy.
8321,"Rudy?! That skunk, I knew he didn't burn those clothes.",Who's Rudy? What clothes?
8322,Who's Rudy? What clothes?,I sold your clothes yesterday.
8323,You sold my clothes  what do you mean you sold my clothes?,I didn't think you wore them anymore.
8324,Who's this Rudy?,We'll Rudy's the guy buying Morty's raincoats.
8325,Morty Seinfeld? He's a bum.,"Well, the whole deal going down tomorrow. Morty's gonna miss his plane for it."
8326,Missing his plane? Wasn't that a charter flight?,Yea.
8327,What happens to charter tickets when you don't use em?,We'll I suppose they are wasted.
8328,You want the tickets?,Yes.
8329,You're gonna take this kid to Paris?,"Hey I get a free trip to Paris, I go in the Big Brother's Hall-of-Fame, I mail my own postcards."
8330,"Oh, you should have gone to the Costanzas' for dinner. Mmm the Paella was magnificent. Have you ever had really good Paella?",Not really.
8331,Hey Dad are you sure we are at the right carousel?,This is it.
8332,So how much are we gonna make?,"Take it easy, I've been through a million of these negotiations."
8333,Wha two thousand? Three thousand?,That's giving it away. This is a one of a kind item.
8334,More? More than three thousand?,Just watch me do my thing.
8335,"Say Dad,  isn't that one of yours?","Look at this. Look at how this idiot packed it. He didn't tape it, he just flipped the flaps. Kramer you missed a couple."
8336,Dad isn't that your charter group?,"Honesty, hard-work, these are the values that I was raised on. The most important thing Joey, is to be able to look yourself in the mirror before you go to sleep at night."
8337,You burned them? Those clothes are not yours to burn.,Who are you anyways?
8338,Who are you anyways?,I'm the father.
8339,He said I was dead?,That's right. Squeezed an extra twenty-five dollars out of me.
8340,That's what my life is worth to him? Twenty-five dollars.,"Hey, Frank!"
8341,"Oh, you trying to unload some of that junk of yours?","Would you excuse me please, we're conducting business here."
8342,I thought we had a deal?,That's another one of my shirts!!
8343,Who's off the street? I'm in the raincoat business for thirty-five years.,Ya how do I know there aren't moths like his stuff?
8344,Ya how do I know there aren't moths like his stuff?,My clothes don't have moths!
8345,Because of his moths you're not buying my raincoats?,That's right.
8346,Are you sure you can't stay a little longer?,NO.
8347,Aaron? Aaron are you ok?,I could've done more. I could've done so much more.
8348,Why?,They'll get dehydrated on the plane! Get the Seinfelds some water. Please! Please!
8349,Hi Mr. Goldstein is Rachel home?,"I'm afraid Rachel's not going to be able to see you tonight, or any other night for that matter."
8350,Why what did I do?,"You know very we'll. I heard about your behavior at the movies the other night it was disgraceful. You should be ashamed of yourself, I for one will not allow my daughter to be involved with someone of such weak moral fiber. Fortunately my postman happened to have witnessed the entire incident. A heavy set fellow, I believe he lives in your building. Now if you don't mind."
8351,"Aahh,  Get Out! How did it happen?","The broken window, Klompus never fixed it. They just walked right in."
8352,So how about that Aaron?,Whew
8353,You know what drove me crazy about him? Did you ever notice that he stood too close to you when he talked?,No I hadn't noticed.
8354,"Ohh, we're you there?",Yes I was.
8355,"Yes, shocking brutality don't you think?",Shocking.
8356,Where the he'll is your father?!,This is the best thing we ever did.
8357,"These are great! Just great! Really great! Really, really great! Don't you think so, Elaine?","Yeah, really great."
8358,"Oh, a coffee table book about coffee tables!  How did you come up with this idea?",It was there!
8359,"Hey, how about if the book came with these little fold-out legs...so the book itself becomes a coffee table?","Ohhh, that is a great idea! Really, really great!"
8360,"You don't know? Come on, that's gold!","Well, I don't know about `gold.`"
8361,"'Baby'? What, are you doing George now?",I was saying 'baby' way before George!
8362,"Yeah, who's he?",He's a writer from Entertainment Weekly . I would like to have a good show.
8363,"Hey, how about that Toby, huh?","Yeah, how about her?"
8364,"Yeah, how about her?","Ooh, she's a package full of energy!"
8365,"Hey, are you performing tomorrow?",Yeah.
8366,"Oh, she's a great laugher - right, Elaine?","Oh yeah, she's a great laugher, Jerry. Really, really great!"
8367,"Well, you want to sit with George? I think he's coming with Robin.",Is that the waitress from the comedy club?
8368,Is that the waitress from the comedy club?,Yeah.
8369,"What about her kid, is she bringing him, too?",She's got a kid?
8370,She's got a kid?,"Yeah, you should see George get along with this kid!"
8371,"Ow! What are you doing under there? Hey, stop that! Don't eat that! That's not food!  He's suckin' down Equal packets!",Do you think 25 kids is too much?
8372,Do you think 25 kids is too much?,"25 kids for his birthday party?  Don't put your tongue on the floor! He's putting his tongue on the floor! Here, here, have some more sugar packets."
8373,"25 kids for his birthday party?  Don't put your tongue on the floor! He's putting his tongue on the floor! Here, here, have some more sugar packets.","So, what about entertainment?  Should I get Barney?"
8374,"So, what about entertainment?  Should I get Barney?",No Barney!
8375,How about Bozo?,Who's Bozo?
8376,Who's Bozo?,"Who's Bozo? Bozo the Clown, that's who Bozo is. When I was a kid, Bozo the Clown was the clown, bar none."
8377,"Who's Bozo? Bozo the Clown, that's who Bozo is. When I was a kid, Bozo the Clown was the clown, bar none.",George...
8378,How are you doing today?,Fine... How are you?
8379,Fine... How are you?,"Oh, I'm great! Just great. Really great! Oh, hey - did you hear about Bob Rosen?"
8380,"Oh, I'm great! Just great. Really great! Oh, hey - did you hear about Bob Rosen?",Nope.
8381,"Knopp? Really? Boy. That means there's an opening here for senior editor...has Lippman, uh, hired anyone?",No. I hear he wants to promote someone in-house.
8382,Really!?,Maybe it'll be you!
8383,Really? You think so?,Sure.
8384,Can I have a club soda?  Goin' on tonight?,Yeah. You?
8385,Yeah. You?,Yeah.
8386,You know Leonard Christian's here?,"Yeah, I know."
8387,Can I ask you something? Are my nostrils getting bigger?,I don't...think so.
8388,Are you sure? Take a good look. They seem a little bigger?,I don't...I dunno.
8389,Is it possible for nostrils to expand?,"Oh, is this a bit?"
8390,"Oh, is this a bit?","Hey, I don't do `bits.`I'm a prop comic. Dammit, I can't find my water gun. I can't go on without my water gun."
8391,What about me?,"What about you?  I'm only kidding. You're funny, too. I love to laugh."
8392,"What about you?  I'm only kidding. You're funny, too. I love to laugh.","Good, good."
8393,"So, you up next?","Yeah, why don't you guys get a table so you'll have good seats?"
8394,"Yeah, why don't you guys get a table so you'll have good seats?","Oh yeah, we don't want some jerk sitting in front of us, it'll be like, 'Hey, big head, can you move out of the way? I didn't pay a cover charge to stare at your bald spot.'"
8395,"Oh yeah, we don't want some jerk sitting in front of us, it'll be like, 'Hey, big head, can you move out of the way? I didn't pay a cover charge to stare at your bald spot.'","Alright, so you have a good show, huh buddy?"
8396,"Alright, so you have a good show, huh buddy?",Yeah.
8397,"Hey, what's the deal? What was goin' on there? I invite you down here, I have an important show, and she heckles me?!","Look, she didn't mean anything."
8398,"Well, what is the matter with her? Is she crazy?!","She's just being enthusiastic, that's all!"
8399,Hey! What is wrong with you?!,Me? Nothing's wrong with me.
8400,Me? Nothing's wrong with me.,Y-You boo me?! You hiss?! You didn't stop blathering throughout the whole set!
8401,Y-You boo me?! You hiss?! You didn't stop blathering throughout the whole set!,"Oh, come on! I thought you're a pro! That's part of the show."
8402,"Well, that's the way I express myself. How are you gonna make it in this business if you can't take it?","Oh, I can take it."
8403,Bozo?,No.
8404,B-O-Z-O?,"Sorry, I..."
8405,You've never heard of Bozo the Clown?,No!
8406,How could you not know who Bozo the Clown is?,"I don't know, I just don't."
8407,How can you call yourself a clown and not know who Bozo is?,"Hey, man - what are you hassling me for? This is just a gig, it's not my life. I don't know who Bozo is, what - is he a clown?"
8408,"Hey, man - what are you hassling me for? This is just a gig, it's not my life. I don't know who Bozo is, what - is he a clown?","Is he a clown? What, are you kidding me!?"
8409,"Is he a clown? What, are you kidding me!?","Well, what is he?"
8410,"Well, what is he?","Yes, he's a clown!"
8411,"Me forget it? You should forget it! You're livin' in the past, man! You're hung up on some clown from the sixties, man!","Alright, very good, very good...go fold your little balloon animals, Eric. Eric!  What kind of name is that for a clown, huh?"
8412,"Alright, very good, very good...go fold your little balloon animals, Eric. Eric!  What kind of name is that for a clown, huh?","'S MOTHER,Excuse me...you must be George! I'm Robin's mother. Oh, you seem like such a lovely young man!"
8413,"Hi Mom, how's everything?","'S MOTHER,Oh, this is just a wonderful party!"
8414,"Ah, great, great. What's that smell? Smoke?  Hey everybody, I think I smell some smoke back here... FIRE! FIRE! Get out of the way!",It was an inferno in there! An inferno!
8415,"Because! Because, as the leader...if I die...then all hope is lost! Who would lead? The clown? Instead of castigating me, you should all be thanking me. What kind of a topsy-turvy world do we live in, where-where heroes are cast as villains? Brave men as cowards?","But I saw you push the women and children out of the way in a mad panic! I saw you knock them down! And when you ran out, you left everyone behind!"
8416,"Seemingly. Seemingly, to the untrained eye, I can fully understand how you got that impression. What looked like pushing...what looked like knocking down...was a safety precaution! In a fire, you stay close to the ground, am I right? And when I ran out that door, I was not leaving anyone behind! Oh, quite the contrary! I risked my life making sure that exit was clear. Any other questions?",How do you live with yourself?
8417,How do you live with yourself?,It's not easy.
8418,"Did you knock her over too, or just the kids?","No, her too. And her mother."
8419,Really? Her mother.,"Yeah. I may have stepped on her arm, too, I don't know."
8420,"So, what was the fire? Just a couple of greasy hamburgers?",Yeah. Eric the Clown put it out with his big shoe.
8421,"By the way, did you see this?",What's that?
8422,What's that?,"It's the Leonard Christian article about my show. Plus my gig in Miami got cancelled, I betcha it's because of the article."
8423,"You know, like all the comedians always say, 'How would you like it if I came to where you work and heckled you?'","Yeah, that'd be something."
8424,But wouldn't that be the ultimate comedian's revenge? I've always had a fantasy about doing that.,"Well, go ahead! Do it!"
8425,Why can't I?,No reason!
8426,"You know what? I think I'm gonna do that! She came down to where I work, I'll go down to where she works!",This is unprecedented!
8427,What...are you using my babies now?,"Hey, nice shoes. What, you wear sandals to work? It's always nice to walk into a room and get the aroma of feet. That's real conducive to the work atmosphere. I'm sure your co-workers really appreciate it. 'Hey, let's go eat in Toby's office. Great idea! We can check on her bunions!'"
8428,"Hey, nice shoes. What, you wear sandals to work? It's always nice to walk into a room and get the aroma of feet. That's real conducive to the work atmosphere. I'm sure your co-workers really appreciate it. 'Hey, let's go eat in Toby's office. Great idea! We can check on her bunions!'","You know, I have work to do here! I'm very busy!"
8429,"Oh, is this disruptive? You find it hard to work with someone...interrupting?","Well, how would you like it if I called security?"
8430,"Well, how would you like it if I called security?","Security? Well, I don't know how you're gonna make it in this business if you can't take it! Ya gotta be tough! Booo! Boooo!"
8431,"Security? Well, I don't know how you're gonna make it in this business if you can't take it! Ya gotta be tough! Booo! Boooo!","No,  that's it. Get out of the way."
8432,"Hey, what's going on?",Boo!
8433,What's happenin' here?,Hiss!
8434,What did you go up there to heckle her for?,Because she came down to the club and heckled me! Give her a taste of her own medicine!
8435,What accident?,"Well, after he heckled Toby, she got so upset, she ran out of the building and a street sweeper ran over her foot and severed her pinky toe."
8436,Wha.. you ran?,"No, I jumped on the bus. I told the driver, `I got a toe here, buddy - step on it.`"
8437,"Yeah, yeah, then all of a sudden, this guy pulls out a gun. Well, I knew any delay is gonna cost her her pinky toe, so I got out of the seat and I started walking towards him. He says, `Where do you think you're going, Cracker Jack?`I said, `Well, I got a little prize for ya, buddy - ` - knocked him out cold!",How could you do that?!
8438,How could you do that?!,"Then everybody is screamin,' because the driver, he's passed out from all the commotion...the bus is out of control! So, I grab him by the collar, I take him out of the seat, I get behind the wheel and now I'm drivin' the bus."
8439,"Yeah. Yeah, I am Batman. Then the mugger, he comes to, and he starts chokin' me! So I'm fightin' him off with one hand and I kept drivin' the bus with the other, y'know? Then I managed to open up the door, and I kicked him out the door you know with my foot, you know - at the next stop.",You kept makin' all the stops?
8440,You kept makin' all the stops?,"Well, people kept ringin' the bell!"
8441,"Well, wha-what about the toe? What happened to the toe?",We'll! I am happy to say that the little guy is back in place at the end of the line.
8442,You did all this...for a pinky toe?,"Well, it's a valuable appendage."
8443,And you know how extremely sensitive she is?,I know.
8444,"Toby, what can I do? Can I get you something?","Oh no, no thank you."
8445,She got the promotion?,Yep.
8446,Why?,"I'll tell ya why. Because of her pinky toe, that's why. Because Lippman felt so sorry for her, he didn't want to hurt her feelings."
8447,"Sure, the pinky toe is cute! But, I mean, what is it? It's useless! It does nothing. It's got that little nail that is just impossible to cut. What do we need it for?","Because Elaine, that's the one that goes 'wee-wee-wee all the home.'"
